# Dataset: comisiones_paridad
# Generado: 2026-05-24 01:25
# Filas: 2236
# Fuente: Composición de comisiones permanentes — HCDN
# URL fuente: https://www.hcdn.gob.ar/comisiones/permanentes/
# Método: Scraping de páginas /integrantes.html. Snapshots históricos via Wayback Machine. Género inferido del nombre para snapshots sin padrón cargado
# Licencia: CC BY 4.0 — citar como: Quórum (2026), Observatorio de Comportamiento Parlamentario Nacional
#
comision_slug,comision_nombre,categoria_tematica,camara,cargo_canonico,cargo_crudo,orden_jerarquico,diputado_slug,apellido,nombre,bloque,distrito,genero,fecha_nacimiento,profesion_categoria
cdeportes,DEPORTES,"Educación, Cultura y Comunicación",diputados,vocal,VOCAL,6,pfarias,Farías,Pablo,PROVINCIAS UNIDAS,SANTA FE,M,1969-07-24,Derecho
cdeportes,DEPORTES,"Educación, Cultura y Comunicación",diputados,vocal,VOCAL,6,sfigliuolo,Figliuolo,Sergio,LA LIBERTAD AVANZA,BUENOS AIRES,M,1976-06-13,Comunicación y Periodismo
cdeportes,DEPORTES,"Educación, Cultura y Comunicación",diputados,vocal,VOCAL,6,algarcia,García,Álvaro,LA LIBERTAD AVANZA,BUENOS AIRES,M,1979-01-10,Derecho
cdeportes,DEPORTES,"Educación, Cultura y Comunicación",diputados,vocal,VOCAL,6,mgoitia,Goitia,Rosario,LA LIBERTAD AVANZA,CHACO,M,1978-02-28,Derecho
cdeportes,DEPORTES,"Educación, Cultura y Comunicación",diputados,vocal,VOCAL,6,pjuliano,Juliano,Pablo,PROVINCIAS UNIDAS,BUENOS AIRES,M,1988-04-06,Derecho
cdeportes,DEPORTES,"Educación, Cultura y Comunicación",diputados,vocal,VOCAL,6,aleone,Leone,Andrés,LA LIBERTAD AVANZA,CIUDAD DE BUENOS AIRES,M,1970-09-07,Agropecuario
cdeportes,DEPORTES,"Educación, Cultura y Comunicación",diputados,vocal,VOCAL,6,mmolinuevo,Molinuevo,Soledad,LA LIBERTAD AVANZA,TUCUMAN,F,1973-05-03,Derecho
cdeportes,DEPORTES,"Educación, Cultura y Comunicación",diputados,vocal,VOCAL,6,fmonguillot,Monguillot,Fernando,ELIJO CATAMARCA,CATAMARCA,M,1988-03-15,Derecho
cdeportes,DEPORTES,"Educación, Cultura y Comunicación",diputados,vocal,VOCAL,6,jmukdise,Mukdise,Jorge,UNIÓN POR LA PATRIA,SANTIAGO DEL ESTERO,M,1972-12-23,Derecho
cdeportes,DEPORTES,"Educación, Cultura y Comunicación",diputados,vocal,VOCAL,6,spalazzo,Palazzo,Sergio Omar,UNIÓN POR LA PATRIA,BUENOS AIRES,M,1962-04-05,Otras / Sin definir
cdeportes,DEPORTES,"Educación, Cultura y Comunicación",diputados,vocal,VOCAL,6,arossi,Rossi,Agustín Oscar,UNIÓN POR LA PATRIA,SANTA FE,M,1959-10-18,Ingeniería y Técnicas
cdeportes,DEPORTES,"Educación, Cultura y Comunicación",diputados,vocal,VOCAL,6,csantillanj,Santillán Juárez Brahim,Juliana,LA LIBERTAD AVANZA,BUENOS AIRES,F,1979-06-17,Economía y Contabilidad
cdeportes,DEPORTES,"Educación, Cultura y Comunicación",diputados,vocal,VOCAL,6,gscaglia,Scaglia,Gisela,PROVINCIAS UNIDAS,SANTA FE,F,1976-10-22,Ciencias Sociales y Políticas
cdeportes,DEPORTES,"Educación, Cultura y Comunicación",diputados,vocal,VOCAL,6,aschneider,Schneider,Darío,UCR - UNIÓN CÍVICA RADICAL,ENTRE RIOS,M,1965-05-08,Ingeniería y Técnicas
cdeportes,DEPORTES,"Educación, Cultura y Comunicación",diputados,vocal,VOCAL,6,dvancsik,Vancsik,Daniel,INNOVACIÓN FEDERAL,MISIONES,M,1977-01-07,Artes y Cultura
cdhygarantias,DERECHOS HUMANOS Y GARANTIAS,"Justicia, Seguridad y Derechos",diputados,presidente,PRESIDENTE,1,hpietragallac,Pietragalla Corti,Horacio,UNIÓN POR LA PATRIA,BUENOS AIRES,M,1976-03-11,Otras / Sin definir
cdhygarantias,DERECHOS HUMANOS Y GARANTIAS,"Justicia, Seguridad y Derechos",diputados,vicepresidente_1,VICEPRESIDENTE 1ª,2,mfrade,Frade,Mónica,COALICION CIVICA,BUENOS AIRES,F,1958-09-29,Derecho
cdhygarantias,DERECHOS HUMANOS Y GARANTIAS,"Justicia, Seguridad y Derechos",diputados,vicepresidente_2,VICEPRESIDENTE 2ª,3,mpetrovich,Petrovich,María Lorena,LA LIBERTAD AVANZA,BUENOS AIRES,F,1979-10-23,Comunicación y Periodismo
cdhygarantias,DERECHOS HUMANOS Y GARANTIAS,"Justicia, Seguridad y Derechos",diputados,secretario,SECRETARIO,5,jandrade,Andrade,Javier,UNIÓN POR LA PATRIA,CIUDAD DE BUENOS AIRES,M,1969-02-01,Trabajo y Oficios
cdhygarantias,DERECHOS HUMANOS Y GARANTIAS,"Justicia, Seguridad y Derechos",diputados,secretario,SECRETARIO,5,ebruno,Bruno,Eliana,LA LIBERTAD AVANZA,SALTA,F,1988-08-31,Economía y Contabilidad
cdhygarantias,DERECHOS HUMANOS Y GARANTIAS,"Justicia, Seguridad y Derechos",diputados,vocal,VOCAL,6,kbanfi,Banfi,Karina,ADELANTE BUENOS AIRES,BUENOS AIRES,F,1972-02-27,Derecho
cdhygarantias,DERECHOS HUMANOS Y GARANTIAS,"Justicia, Seguridad y Derechos",diputados,vocal,VOCAL,6,abasualdo,Basualdo,Atilio,LA LIBERTAD AVANZA,FORMOSA,M,1962-04-04,Agropecuario
cdhygarantias,DERECHOS HUMANOS Y GARANTIAS,"Justicia, Seguridad y Derechos",diputados,vocal,VOCAL,6,abongiovanni,Bongiovanni,Alejandro,LA LIBERTAD AVANZA,SANTA FE,M,1983-03-23,Derecho
cdhygarantias,DERECHOS HUMANOS Y GARANTIAS,"Justicia, Seguridad y Derechos",diputados,vocal,VOCAL,6,mdelarosa,De La Rosa,María Graciela,UNIÓN POR LA PATRIA,FORMOSA,F,1955-07-22,Economía y Contabilidad
cdhygarantias,DERECHOS HUMANOS Y GARANTIAS,"Justicia, Seguridad y Derechos",diputados,vocal,VOCAL,6,rdelpla,Del Plá,Romina,PARTIDO OBRERO EN EL FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,BUENOS AIRES,F,1972-04-02,Educación y Docencia
cdhygarantias,DERECHOS HUMANOS Y GARANTIAS,"Justicia, Seguridad y Derechos",diputados,vocal,VOCAL,6,afinocchiaro,Finocchiaro,Alejandro,PRO,BUENOS AIRES,M,1967-08-27,Educación y Docencia
cdhygarantias,DERECHOS HUMANOS Y GARANTIAS,"Justicia, Seguridad y Derechos",diputados,vocal,VOCAL,6,mtgarcia,García,María Teresa,UNIÓN POR LA PATRIA,BUENOS AIRES,F,1956-02-09,Otras / Sin definir
cdhygarantias,DERECHOS HUMANOS Y GARANTIAS,"Justicia, Seguridad y Derechos",diputados,vocal,VOCAL,6,digonzalez,González,Diógenes Ignacio,UCR - UNIÓN CÍVICA RADICAL,CORRIENTES,M,1965-08-21,Derecho
cdhygarantias,DERECHOS HUMANOS Y GARANTIAS,"Justicia, Seguridad y Derechos",diputados,vocal,VOCAL,6,mibanez,Ibañez,María Cecilia,LA LIBERTAD AVANZA,CORDOBA,F,1965-02-19,Derecho
cdhygarantias,DERECHOS HUMANOS Y GARANTIAS,"Justicia, Seguridad y Derechos",diputados,vocal,VOCAL,6,lbolukalol,Lemoine,Lilia,LA LIBERTAD AVANZA,BUENOS AIRES,F,1980-11-07,Ingeniería y Técnicas
cdhygarantias,DERECHOS HUMANOS Y GARANTIAS,"Justicia, Seguridad y Derechos",diputados,vocal,VOCAL,6,hmango,Mango,Marcelo,UNIÓN POR LA PATRIA,RIO NEGRO,M,1964-11-02,Educación y Docencia
cdhygarantias,DERECHOS HUMANOS Y GARANTIAS,"Justicia, Seguridad y Derechos",diputados,vocal,VOCAL,6,lmarclay,Marclay,Marianela,UNIÓN POR LA PATRIA,ENTRE RIOS,F,1984-04-03,Ciencias Sociales y Políticas
cdhygarantias,DERECHOS HUMANOS Y GARANTIAS,"Justicia, Seguridad y Derechos",diputados,vocal,VOCAL,6,mmolinuevo,Molinuevo,Soledad,LA LIBERTAD AVANZA,TUCUMAN,F,1973-05-03,Derecho
cdhygarantias,DERECHOS HUMANOS Y GARANTIAS,"Justicia, Seguridad y Derechos",diputados,vocal,VOCAL,6,mmolle,Molle,Matías,UNIÓN POR LA PATRIA,BUENOS AIRES,M,1976-12-05,Otras / Sin definir
cdhygarantias,DERECHOS HUMANOS Y GARANTIAS,"Justicia, Seguridad y Derechos",diputados,vocal,VOCAL,6,jojeda,Ojeda,Joaquín,LA LIBERTAD AVANZA,BUENOS AIRES,M,1991-01-23,Educación y Docencia
cdhygarantias,DERECHOS HUMANOS Y GARANTIAS,"Justicia, Seguridad y Derechos",diputados,vocal,VOCAL,6,poutes,Outes,Pablo,INNOVACIÓN FEDERAL,SALTA,M,1967-12-11,Economía y Contabilidad
cdhygarantias,DERECHOS HUMANOS Y GARANTIAS,"Justicia, Seguridad y Derechos",diputados,vocal,VOCAL,6,spalazzo,Palazzo,Sergio Omar,UNIÓN POR LA PATRIA,BUENOS AIRES,M,1962-04-05,Otras / Sin definir
cdhygarantias,DERECHOS HUMANOS Y GARANTIAS,"Justicia, Seguridad y Derechos",diputados,vocal,VOCAL,6,epaulon,Paulón,Esteban,PROVINCIAS UNIDAS,SANTA FE,M,1978-06-17,Trabajo y Oficios
cdhygarantias,DERECHOS HUMANOS Y GARANTIAS,"Justicia, Seguridad y Derechos",diputados,vocal,VOCAL,6,ppenacca,Penacca,Paula Andrea,UNIÓN POR LA PATRIA,CIUDAD DE BUENOS AIRES,F,1981-04-27,Servicios Públicos / Funcionario
cdhygarantias,DERECHOS HUMANOS Y GARANTIAS,"Justicia, Seguridad y Derechos",diputados,vocal,VOCAL,6,mponce,Ponce,María Celeste,LA LIBERTAD AVANZA,CORDOBA,F,1987-12-30,Empresa y Comercio
cdhygarantias,DERECHOS HUMANOS Y GARANTIAS,"Justicia, Seguridad y Derechos",diputados,vocal,VOCAL,6,vravera,Ravera,Valentina,LA LIBERTAD AVANZA,SANTA FE,F,2000-10-20,Estudiante
cdhygarantias,DERECHOS HUMANOS Y GARANTIAS,"Justicia, Seguridad y Derechos",diputados,vocal,VOCAL,6,sroberto,Roberto,Santiago Luis,UNIÓN POR LA PATRIA,CIUDAD DE BUENOS AIRES,M,1972-08-28,Derecho
cdhygarantias,DERECHOS HUMANOS Y GARANTIAS,"Justicia, Seguridad y Derechos",diputados,vocal,VOCAL,6,ssanturior,Santurio,Santiago,LA LIBERTAD AVANZA,BUENOS AIRES,M,1988-01-09,Educación y Docencia
cdhygarantias,DERECHOS HUMANOS Y GARANTIAS,"Justicia, Seguridad y Derechos",diputados,vocal,VOCAL,6,avera,Vera,Andrea Fernanda,LA LIBERTAD AVANZA,BUENOS AIRES,M,1994-07-16,Salud
cdhygarantias,DERECHOS HUMANOS Y GARANTIAS,"Justicia, Seguridad y Derechos",diputados,vocal,VOCAL,6,hyasky,Yasky,Hugo,UNIÓN POR LA PATRIA,BUENOS AIRES,M,1949-10-10,Educación y Docencia
cdhygarantias,DERECHOS HUMANOS Y GARANTIAS,"Justicia, Seguridad y Derechos",diputados,vocal,VOCAL,6,mzigaran,Zigarán,María Inés,PROVINCIAS UNIDAS,JUJUY,F,1970-01-16,Comunicación y Periodismo
cdiscap,DISCAPACIDAD,Cuidado y Bienestar Social,diputados,presidente,PRESIDENTE,1,mhuesen,Huesen,Gerardo,LA LIBERTAD AVANZA,TUCUMAN,M,1980-03-21,Empresa y Comercio
cdiscap,DISCAPACIDAD,Cuidado y Bienestar Social,diputados,vicepresidente_1,VICEPRESIDENTE 1ª,2,jmarino,Marino,Juan,UNIÓN POR LA PATRIA,BUENOS AIRES,M,1987-11-25,Otras / Sin definir
cdiscap,DISCAPACIDAD,Cuidado y Bienestar Social,diputados,secretario,SECRETARIO,5,mzigaran,Zigarán,María Inés,PROVINCIAS UNIDAS,JUJUY,F,1970-01-16,Comunicación y Periodismo
cdiscap,DISCAPACIDAD,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,haguirre,Aguirre,Hilda,UNIÓN POR LA PATRIA,LA RIOJA,F,1960-04-11,Salud
cdiscap,DISCAPACIDAD,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,candino,Andino,Cristian,UNIÓN POR LA PATRIA,SAN JUAN,M,1973-05-02,Economía y Contabilidad
cdiscap,DISCAPACIDAD,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,bandreussi,Andreussi,Barbara,LA LIBERTAD AVANZA,JUJUY,F,1965-11-22,Otras / Sin definir
cdiscap,DISCAPACIDAD,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,mbecerra,Becerra,Mónica,LA LIBERTAD AVANZA,SAN LUIS,F,1974-06-16,Economía y Contabilidad
cdiscap,DISCAPACIDAD,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,bbiellac,Biella,Bernardo,INNOVACIÓN FEDERAL,SALTA,M,1963-01-31,Salud
cdiscap,DISCAPACIDAD,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,ccampitelli,Campitelli,Celia,UNIÓN POR LA PATRIA,SANTIAGO DEL ESTERO,F,1949-06-09,Educación y Docencia
cdiscap,DISCAPACIDAD,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,jchicam,Chica,Jorge,UNIÓN POR LA PATRIA,SAN JUAN,M,1980-04-23,Ingeniería y Técnicas
cdiscap,DISCAPACIDAD,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,ndelcano,Del Caño,Nicolás,PTS-FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD,BUENOS AIRES,M,1980-02-06,Servicios Públicos / Funcionario
cdiscap,DISCAPACIDAD,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,afargosi,Fargosi,Alejandro,LA LIBERTAD AVANZA,CIUDAD DE BUENOS AIRES,M,1954-11-28,Derecho
cdiscap,DISCAPACIDAD,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,pfarias,Farías,Pablo,PROVINCIAS UNIDAS,SANTA FE,M,1969-07-24,Derecho
cdiscap,DISCAPACIDAD,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,mflores,Flores,Maria Gabriela,LA LIBERTAD AVANZA,SALTA,F,1974-10-03,Derecho
cdiscap,DISCAPACIDAD,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,afregonese,Fregonese,Alicia,PRO,ENTRE RIOS,F,1961-01-09,Otras / Sin definir
cdiscap,DISCAPACIDAD,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,mgallardo,Gallardo,María Virginia,LA LIBERTAD AVANZA,CORRIENTES,F,1985-09-25,Artes y Cultura
cdiscap,DISCAPACIDAD,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,agiampieri,Giampieri,Antonela,PRO,CIUDAD DE BUENOS AIRES,F,1988-09-20,Derecho
cdiscap,DISCAPACIDAD,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,pholzman,Holzman,Patricia,LA LIBERTAD AVANZA,CIUDAD DE BUENOS AIRES,F,1965-11-09,Economía y Contabilidad
cdiscap,DISCAPACIDAD,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,ghumenuk,Humenuk,Gladys,LA LIBERTAD AVANZA,BUENOS AIRES,F,1973-01-01,Economía y Contabilidad
cdiscap,DISCAPACIDAD,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,jslongo,Longo,Johanna Sabrina,LA LIBERTAD AVANZA,BUENOS AIRES,F,1982-08-05,Derecho
cdiscap,DISCAPACIDAD,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,lmarclay,Marclay,Marianela,UNIÓN POR LA PATRIA,ENTRE RIOS,F,1984-04-03,Ciencias Sociales y Políticas
cdiscap,DISCAPACIDAD,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,kmaureira,Maureira,Karina,LA NEUQUINIDAD,NEUQUEN,F,1971-05-29,Comunicación y Periodismo
cdiscap,DISCAPACIDAD,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,mmondaca,Mondaca,Soledad,LA LIBERTAD AVANZA,NEUQUEN,F,1985-01-30,Comunicación y Periodismo
cdiscap,DISCAPACIDAD,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,eneder,Neder,Estela Mary,UNIÓN POR LA PATRIA,SANTIAGO DEL ESTERO,F,1957-12-12,Salud
cdiscap,DISCAPACIDAD,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,mniveyro,Niveyro,Miriam,LA LIBERTAD AVANZA,BUENOS AIRES,F,1968-02-13,Educación y Docencia
cdiscap,DISCAPACIDAD,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,kreichardt,Reichardt,Karen,LA LIBERTAD AVANZA,BUENOS AIRES,F,1969-05-21,Comunicación y Periodismo
cdiscap,DISCAPACIDAD,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,nsandg,Sand,Nancy,UNIÓN POR LA PATRIA,CORRIENTES,F,1964-01-04,Educación y Docencia
cdiscap,DISCAPACIDAD,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,gscaglia,Scaglia,Gisela,PROVINCIAS UNIDAS,SANTA FE,F,1976-10-22,Ciencias Sociales y Políticas
cdiscap,DISCAPACIDAD,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,vtolosap,Tolosa Paz,Victoria,UNIÓN POR LA PATRIA,BUENOS AIRES,F,1973-06-24,Economía y Contabilidad
cdiscap,DISCAPACIDAD,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,evaldes,Valdés,Eduardo Félix,UNIÓN POR LA PATRIA,CIUDAD DE BUENOS AIRES,M,1956-02-16,Derecho
cdiscap,DISCAPACIDAD,Cuidado y Bienestar Social,diputados,vocal,VOCAL,6,pyedlin,Yedlin,Pablo Raúl,UNIÓN POR LA PATRIA,TUCUMAN,M,1966-07-16,Salud
ceconomia,ECONOMIA,Economía y Hacienda,diputados,presidente,PRESIDENTA,1,jstrada,Strada,Julia,UNIÓN POR LA PATRIA,BUENOS AIRES,F,1989-05-26,Economía y Contabilidad
ceconomia,ECONOMIA,Economía y Hacienda,diputados,vicepresidente_1,VICEPRESIDENTE 1ª,2,aravier,Ravier,Adrián,LA LIBERTAD AVANZA,LA PAMPA,M,1978-11-29,Economía y Contabilidad
ceconomia,ECONOMIA,Economía y Hacienda,diputados,vicepresidente_2,VICEPRESIDENTE 2ª,3,rdtorres,Torres,Rubén Darío,LA LIBERTAD AVANZA,BUENOS AIRES,M,1976-12-18,Economía y Contabilidad
ceconomia,ECONOMIA,Economía y Hacienda,diputados,secretario,SECRETARIO,5,ccisneros,Cisneros,Carlos,UNIÓN POR LA PATRIA,TUCUMAN,M,1962-07-21,Trabajo y Oficios
ceconomia,ECONOMIA,Economía y Hacienda,diputados,secretario,SECRETARIO,5,,Herrera Ahuad,Oscar A.,INNOVACIÓN FEDERAL,MISIONES,,,
ceconomia,ECONOMIA,Economía y Hacienda,diputados,vocal,VOCAL,6,gcaguero,Agüero,Guillermo César,UCR - UNIÓN CÍVICA RADICAL,CHACO,M,1971-04-23,Derecho
ceconomia,ECONOMIA,Economía y Hacienda,diputados,vocal,VOCAL,6,mardohain,Ardohain,Martín,PRO,LA PAMPA,M,1968-02-29,Agropecuario
ceconomia,ECONOMIA,Economía y Hacienda,diputados,vocal,VOCAL,6,gbordet,Bordet,Gustavo,UNIÓN POR LA PATRIA,ENTRE RIOS,M,1962-02-21,Economía y Contabilidad
ceconomia,ECONOMIA,Economía y Hacienda,diputados,vocal,VOCAL,6,scafiero,Cafiero,Santiago,UNIÓN POR LA PATRIA,BUENOS AIRES,M,1979-08-30,Ciencias Sociales y Políticas
ceconomia,ECONOMIA,Economía y Hacienda,diputados,vocal,VOCAL,6,ccastagneto,Castagneto,Carlos Daniel,UNIÓN POR LA PATRIA,BUENOS AIRES,M,1960-11-01,Economía y Contabilidad
ceconomia,ECONOMIA,Economía y Hacienda,diputados,vocal,VOCAL,6,rchiconi,Chiconi,Abel,LA LIBERTAD AVANZA,SAN JUAN,M,1986-01-25,Agropecuario
ceconomia,ECONOMIA,Economía y Hacienda,diputados,vocal,VOCAL,6,rdaives,Daives,Ricardo,UNIÓN POR LA PATRIA,SANTIAGO DEL ESTERO,M,1950-01-06,Derecho
ceconomia,ECONOMIA,Economía y Hacienda,diputados,vocal,VOCAL,6,mdelarosa,De La Rosa,María Graciela,UNIÓN POR LA PATRIA,FORMOSA,F,1955-07-22,Economía y Contabilidad
ceconomia,ECONOMIA,Economía y Hacienda,diputados,vocal,VOCAL,6,pfarias,Farías,Pablo,PROVINCIAS UNIDAS,SANTA FE,M,1969-07-24,Derecho
ceconomia,ECONOMIA,Economía y Hacienda,diputados,vocal,VOCAL,6,ihagman,Hagman,Itai,UNIÓN POR LA PATRIA,CIUDAD DE BUENOS AIRES,M,1983-02-13,Economía y Contabilidad
ceconomia,ECONOMIA,Economía y Hacienda,diputados,vocal,VOCAL,6,dhartfield,Hartfield,Diego,LA LIBERTAD AVANZA,MISIONES,M,1981-01-31,Empresa y Comercio
ceconomia,ECONOMIA,Economía y Hacienda,diputados,vocal,VOCAL,6,mkirchner,Kirchner,Máximo Carlos,UNIÓN POR LA PATRIA,BUENOS AIRES,M,1977-02-16,Otras / Sin definir
ceconomia,ECONOMIA,Economía y Hacienda,diputados,vocal,VOCAL,6,elluch,Lluch,Enrique,LA LIBERTAD AVANZA,CORDOBA,M,1982-11-25,Empresa y Comercio
ceconomia,ECONOMIA,Economía y Hacienda,diputados,vocal,VOCAL,6,mlousteau,Lousteau,Martín,PROVINCIAS UNIDAS,CIUDAD DE BUENOS AIRES,M,1970-12-08,Economía y Contabilidad
ceconomia,ECONOMIA,Economía y Hacienda,diputados,vocal,VOCAL,6,nmassot,Massot,Nicolás,ENCUENTRO FEDERAL,BUENOS AIRES,M,1984-07-16,Economía y Contabilidad
ceconomia,ECONOMIA,Economía y Hacienda,diputados,vocal,VOCAL,6,gmunoz,Muñoz,Gabriela Luciana,LA LIBERTAD AVANZA,NEUQUEN,F,1990-02-27,Artes y Cultura
ceconomia,ECONOMIA,Economía y Hacienda,diputados,vocal,VOCAL,6,jojeda,Ojeda,Joaquín,LA LIBERTAD AVANZA,BUENOS AIRES,M,1991-01-23,Educación y Docencia
ceconomia,ECONOMIA,Economía y Hacienda,diputados,vocal,VOCAL,6,mpatinob,Patiño Brizuela,Marcos,LA LIBERTAD AVANZA,CORDOBA,M,1977-11-14,Derecho
ceconomia,ECONOMIA,Economía y Hacienda,diputados,vocal,VOCAL,6,apellegrini,Pellegrini,Agustín,LA LIBERTAD AVANZA,SANTA FE,M,2000-03-20,Empresa y Comercio
ceconomia,ECONOMIA,Economía y Hacienda,diputados,vocal,VOCAL,6,fpelli,Pelli,Federico Agustín,LA LIBERTAD AVANZA,TUCUMAN,M,1985-06-23,Economía y Contabilidad
ceconomia,ECONOMIA,Economía y Hacienda,diputados,vocal,VOCAL,6,arauschenberger,Rauschenberger,Ariel,UNIÓN POR LA PATRIA,LA PAMPA,M,1966-04-23,Economía y Contabilidad
ceconomia,ECONOMIA,Economía y Hacienda,diputados,vocal,VOCAL,6,vravera,Ravera,Valentina,LA LIBERTAD AVANZA,SANTA FE,F,2000-10-20,Estudiante
ceconomia,ECONOMIA,Economía y Hacienda,diputados,vocal,VOCAL,6,arossi,Rossi,Agustín Oscar,UNIÓN POR LA PATRIA,SANTA FE,M,1959-10-18,Ingeniería y Técnicas
ceconomia,ECONOMIA,Economía y Hacienda,diputados,vocal,VOCAL,6,jsanchezw,Sánchez Wrba,Javier,PRO,BUENOS AIRES,M,1984-01-07,Ciencias Sociales y Políticas
ceconomia,ECONOMIA,Economía y Hacienda,diputados,vocal,VOCAL,6,ytomassoni,Tomassoni,Yamile,LA LIBERTAD AVANZA,SANTA FE,F,1978-05-27,Educación y Docencia
ceconomia,ECONOMIA,Economía y Hacienda,diputados,vocal,VOCAL,6,rdtorres,Torres,Rubén Darío,LA LIBERTAD AVANZA,BUENOS AIRES,M,1976-12-18,Economía y Contabilidad
ceconomia,ECONOMIA,Economía y Hacienda,diputados,vocal,VOCAL,6,avera,Vera,Andrea Fernanda,LA LIBERTAD AVANZA,BUENOS AIRES,M,1994-07-16,Salud
ceydregional,ECONOMIAS Y DESARROLLO REGIONAL,Economía y Hacienda,diputados,presidente,PRESIDENTE,1,lbasterra,Basterra,Luis Eugenio,UNIÓN POR LA PATRIA,FORMOSA,M,1958-10-14,Agropecuario
ceydregional,ECONOMIAS Y DESARROLLO REGIONAL,Economía y Hacienda,diputados,vicepresidente_1,VICEPRESIDENTE 1ª,2,pansaloni,Ansaloni,Pablo,LA LIBERTAD AVANZA,BUENOS AIRES,M,1971-05-09,Trabajo y Oficios
ceydregional,ECONOMIAS Y DESARROLLO REGIONAL,Economía y Hacienda,diputados,vicepresidente_2,VICEPRESIDENTE 2ª,3,nsandg,Sand,Nancy,UNIÓN POR LA PATRIA,CORRIENTES,F,1964-01-04,Educación y Docencia
ceydregional,ECONOMIAS Y DESARROLLO REGIONAL,Economía y Hacienda,diputados,vocal,VOCAL,6,gcaguero,Agüero,Guillermo César,UCR - UNIÓN CÍVICA RADICAL,CHACO,M,1971-04-23,Derecho
ceydregional,ECONOMIAS Y DESARROLLO REGIONAL,Economía y Hacienda,diputados,vocal,VOCAL,6,candino,Andino,Cristian,UNIÓN POR LA PATRIA,SAN JUAN,M,1973-05-02,Economía y Contabilidad
ceydregional,ECONOMIAS Y DESARROLLO REGIONAL,Economía y Hacienda,diputados,vocal,VOCAL,6,bandreussi,Andreussi,Barbara,LA LIBERTAD AVANZA,JUJUY,F,1965-11-22,Otras / Sin definir
ceydregional,ECONOMIAS Y DESARROLLO REGIONAL,Economía y Hacienda,diputados,vocal,VOCAL,6,darabia,Arabia,Damián,LA LIBERTAD AVANZA,CIUDAD DE BUENOS AIRES,M,1991-07-22,Ciencias Sociales y Políticas
ceydregional,ECONOMIAS Y DESARROLLO REGIONAL,Economía y Hacienda,diputados,vocal,VOCAL,6,mardohain,Ardohain,Martín,PRO,LA PAMPA,M,1968-02-29,Agropecuario
ceydregional,ECONOMIAS Y DESARROLLO REGIONAL,Economía y Hacienda,diputados,vocal,VOCAL,6,larrieta,Arrieta,Lourdes Micaela,PROVINCIAS UNIDAS,MENDOZA,F,1993-03-25,Comunicación y Periodismo
ceydregional,ECONOMIAS Y DESARROLLO REGIONAL,Economía y Hacienda,diputados,vocal,VOCAL,6,bavico,Avico,Belén,LA LIBERTAD AVANZA,CORDOBA,F,1979-11-27,Empresa y Comercio
ceydregional,ECONOMIAS Y DESARROLLO REGIONAL,Economía y Hacienda,diputados,vocal,VOCAL,6,mbecerra,Becerra,Mónica,LA LIBERTAD AVANZA,SAN LUIS,F,1974-06-16,Economía y Contabilidad
ceydregional,ECONOMIAS Y DESARROLLO REGIONAL,Economía y Hacienda,diputados,vocal,VOCAL,6,rbianchetti,Bianchetti,Emmanuel,PRO,MISIONES,M,1981-08-01,Derecho
ceydregional,ECONOMIAS Y DESARROLLO REGIONAL,Economía y Hacienda,diputados,vocal,VOCAL,6,rchiconi,Chiconi,Abel,LA LIBERTAD AVANZA,SAN JUAN,M,1986-01-25,Agropecuario
ceydregional,ECONOMIAS Y DESARROLLO REGIONAL,Economía y Hacienda,diputados,vocal,VOCAL,6,aferran,Ferrán,Abelardo,UNIÓN POR LA PATRIA,LA PAMPA,M,1959-07-26,Agropecuario
